t,h,h_corr,lam,cap_active,recovery_used,grad_degenerate,constr_pre,repair_applied,constr_final,grad_h_norm,escape_active,ema_applied,velocity_filter_active,vel_source,velocity_age,dt,selected_count,min_obs_dist,cbf_ms,q_cmd_ms,total_ms,cmd_hdot,real_hdot,real_constr,h_rate,alignment,q_lead,dq_real_norm,active_constraints,solver_mode,dq_ff_0,dq_ff_1,dq_ff_2,dq_ff_3,dq_ff_4,dq_ff_5,dq_ff_6,dq_fb_0,dq_fb_1,dq_fb_2,dq_fb_3,dq_fb_4,dq_fb_5,dq_fb_6,dq_base_0,dq_base_1,dq_base_2,dq_base_3,dq_base_4,dq_base_5,dq_base_6,dq_escape_0,dq_escape_1,dq_escape_2,dq_escape_3,dq_escape_4,dq_escape_5,dq_escape_6,dq_cbf_delta_0,dq_cbf_delta_1,dq_cbf_delta_2,dq_cbf_delta_3,dq_cbf_delta_4,dq_cbf_delta_5,dq_cbf_delta_6,dq_pre_filter_0,dq_pre_filter_1,dq_pre_filter_2,dq_pre_filter_3,dq_pre_filter_4,dq_pre_filter_5,dq_pre_filter_6,dq_final_0,dq_final_1,dq_final_2,dq_final_3,dq_final_4,dq_final_5,dq_final_6
0.11700000000000088,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004999999888241291,0.009999999776482582,0.0,nan,2.9914090633392334,2.3615219593048096,5.585397243499756,nan,nan,nan,nan,nan,0.00287217041477561,0.01840192638337612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006690036389045417,-0.010362863540649414,0.0003807625616900623,0.008919239044189453,-0.0005329392151907086,0.0027489662170410156,9.238719940185547e-06,-0.0002811442536767572,-0.0056726690381765366,0.0002590952208265662,0.005567627027630806,-0.0005974110099487007,0.0011757868342101574,4.1254854295402765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002811442536767572,-0.0056726690381765366,0.0002590952208265662,0.005567627027630806,-0.0005974110099487007,0.0011757868342101574,4.1254854295402765e-05,0.0005456166109070182,-0.001177702797576785,-0.00027736485935747623,0.0012814037036150694,-0.00015661529323551804,7.757715502521023e-05,3.4663280530367047e-06
0.12400000000000233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.012000000104308128,0.007000000216066837,0.0,nan,1.992314100265503,3.1722989082336426,5.332474231719971,nan,nan,nan,nan,nan,0.002885823603719473,0.01840192638337612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006690036389045417,-0.010362863540649414,0.0003807625616900623,0.008919239044189453,-0.0005329392151907086,0.0027489662170410156,9.238719940185547e-06,-0.0003287761064711958,-0.006248657591640949,0.00027403683634474874,0.005979228764772415,-0.0005894934292882681,0.0013689842307940125,3.7323046853998676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003287761064711958,-0.006248657591640949,0.00027403683634474874,0.005979228764772415,-0.0005894934292882681,0.0013689842307940125,3.7323046853998676e-05,0.0005160478176549077,-0.0013491843128576875,-0.00025871844263747334,0.0014402674278244376,-0.00017125367594417185,0.00012124792556278408,4.611241365637397e-06
0.13000000000000256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.006000000052154064,0.007000000216066837,0.0,nan,1.9411579370498657,2.4143028259277344,4.5484089851379395,nan,nan,nan,nan,nan,0.002901244442909956,0.01533493772149086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006690036389045417,-0.010362863540649414,0.0003807625616900623,0.008919239044189453,-0.0005329392151907086,0.0027489662170410156,9.238719940185547e-06,-0.0003705584385897964,-0.006753910798579454,0.0002871435135602951,0.006340282503515482,-0.000582548207603395,0.001538455719128251,3.387409378774464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003705584385897964,-0.006753910798579454,0.0002871435135602951,0.006340282503515482,-0.000582548207603395,0.001538455719128251,3.387409378774464e-05,0.0004860659537371248,-0.0015319528756663203,-0.00024025933817029,0.0016059684567153454,-0.00018516219279263169,0.00016917282482609153,5.6008066167123616e-06
0.14699999999999847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004999999888241291,0.010999999940395355,0.0,nan,3.8546812534332275,8.219647407531738,12.463900566101074,nan,nan,nan,nan,nan,0.0029301997274160385,0.015684718266129494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006690036389045417,-0.010362863540649414,0.0003807625616900623,0.008919239044189453,-0.0005329392151907086,0.0027489662170410156,9.238719940185547e-06,-0.0004243764269631356,-0.007404705509543419,0.00030402562697418034,0.006805339828133583,-0.0005736022721976042,0.001756744459271431,2.9431646908051334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004243764269631356,-0.007404705509543419,0.00030402562697418034,0.006805339828133583,-0.0005736022721976042,0.001756744459271431,2.9431646908051334e-05,0.0004386021173559129,-0.0018381152767688036,-0.00021188429673202336,0.0018770255846902728,-0.00020541260892059654,0.00025193722103722394,6.8431727413553745e-06
0.15399999999999636,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.003000000026077032,0.012000000104308128,0.0,nan,3.584141492843628,2.0625455379486084,5.783206462860107,nan,nan,nan,nan,nan,0.00325540779158473,0.015684718266129494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006943730404600501,-0.0115966796875,0.00038384104846045375,0.009578466415405273,-0.00043926964281126857,0.0032770633697509766,-9.834766387939453e-06,-0.00047663383884355426,-0.008216055110096931,0.00031947376555763185,0.007342074066400528,-0.000547602423466742,0.0020509997848421335,2.183169635827653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00047663383884355426,-0.008216055110096931,0.00031947376555763185,0.007342074066400528,-0.000547602423466742,0.0020509997848421335,2.183169635827653e-05,0.0003867963096126914,-0.0021991305984556675,-0.00018180742335971445,0.0021863679867237806,-0.00022478184837382287,0.00035377094172872603,7.69157941249432e-06
0.16499999999999915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004999999888241291,0.013000000268220901,0.0,nan,2.4596340656280518,2.3263747692108154,4.927616119384766,nan,nan,nan,nan,nan,0.003302894067019224,0.012935848906636238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006943730404600501,-0.0115966796875,0.00038384104846045375,0.009578466415405273,-0.00043926964281126857,0.0032770633697509766,-9.834766387939453e-06,-0.000521564157679677,-0.008913644589483738,0.00033275590976700187,0.0078035518527030945,-0.0005252480623312294,0.002303997054696083,1.5297347999876365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000521564157679677,-0.008913644589483738,0.00033275590976700187,0.0078035518527030945,-0.0005252480623312294,0.002303997054696083,1.5297347999876365e-05,0.00033135645207948983,-0.002608936745673418,-0.00015040214930195361,0.002529200864955783,-0.00024312015739269555,0.00047279882710427046,8.155780960805714e-06
0.1839999999999975,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004000000189989805,0.012000000104308128,0.0,nan,4.375662326812744,5.207475662231445,9.749353408813477,nan,nan,nan,nan,nan,0.0033528506755828857,0.01069245021790266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006943730404600501,-0.0115966796875,0.00038384104846045375,0.009578466415405273,-0.00043926964281126857,0.0032770633697509766,-9.834766387939453e-06,-0.0005550110363401473,-0.009432941675186157,0.000342643354088068,0.008147083222866058,-0.0005086070741526783,0.0024923323653638363,1.0433067473059054e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005550110363401473,-0.009432941675186157,0.000342643354088068,0.008147083222866058,-0.0005086070741526783,0.0024923323653638363,1.0433067473059054e-05,0.0002811847080010921,-0.002995201153680682,-0.00012249390420038253,0.0028471939731389284,-0.0002581477165222168,0.0005871120374649763,8.284684554382693e-06
0.2049999999999983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004999999888241291,0.013000000268220901,0.0,nan,17.638608932495117,4.372028350830078,22.421424865722656,nan,nan,nan,nan,nan,0.0034005315974354744,0.008818515576422215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007443705108016729,-0.011576823890209198,0.0004198370734229684,0.009437799453735352,-0.0005073138745501637,0.0034368038177490234,2.384185791015625e-06,-0.0005940851988270879,-0.00987533014267683,0.00035857222974300385,0.008413421921432018,-0.0005083402502350509,0.002687223255634308,8.772187356953509e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005940851988270879,-0.00987533014267683,0.00035857222974300385,0.008413421921432018,-0.0005083402502350509,0.002687223255634308,8.772187356953509e-06,0.00022776448167860508,-0.0034151149448007345,-9.313305781688541e-05,0.0031869166996330023,-0.0002734176814556122,0.0007152878097258508,8.314437764056493e-06
0.21799999999999642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.0,0.019999999552965164,0.0,nan,5.654573917388916,3.692254066467285,9.61467170715332,nan,nan,nan,nan,nan,0.003511433955281973,0.004830966237932444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007443705108016729,-0.011576823890209198,0.0004198370734229684,0.009437799453735352,-0.0005073138745501637,0.0034368038177490234,2.384185791015625e-06,-0.0006370238843373954,-0.010361471213400364,0.0003760764666367322,0.008706101216375828,-0.0005080470000393689,0.0029013892635703087,6.947044312255457e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006370238843373954,-0.010361471213400364,0.0003760764666367322,0.008706101216375828,-0.0005080470000393689,0.0029013892635703087,6.947044312255457e-06,0.00014914735220372677,-0.0040466017089784145,-5.0477647164370865e-05,0.003688660915941,-0.0002947476168628782,0.0009140243055298924,8.190129847207572e-06
0.24099999999999966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.014000000432133675,0.014000000432133675,0.0,nan,13.597135543823242,7.2379374504089355,21.333587646484375,nan,nan,nan,nan,nan,0.003350749844685197,0.004025804810225964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007910222047939897,-0.010645538568496704,0.0004657466197386384,0.00865936279296875,-0.00043039224692620337,0.0032389163970947266,1.1324882507324219e-05,-0.0006707110442221165,-0.010423610918223858,0.00039569183718413115,0.008695877157151699,-0.000491060025524348,0.0029752233531326056,7.904696758487262e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006707110442221165,-0.010423610918223858,0.00039569183718413115,0.008695877157151699,-0.000491060025524348,0.0029752233531326056,7.904696758487262e-06,9.551175025990233e-05,-0.00446378905326128,-2.12889881368028e-05,0.004016235936433077,-0.0003075904678553343,0.0010488691041246057,8.17145610199077e-06
0.25200000000000244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.008999999612569809,0.02199999988079071,0.0,nan,4.357089042663574,3.5568227767944336,8.024445533752441,nan,nan,nan,nan,nan,0.0035019286442548037,0.0012090725358575583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007910222047939897,-0.010645538568496704,0.0004657466197386384,0.00865936279296875,-0.00043039224692620337,0.0032389163970947266,1.1324882507324219e-05,-0.0007074727909639478,-0.010491421446204185,0.00041709747165441513,0.008684718981385231,-0.00047252263175323606,0.0030557960271835327,8.949753464548849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007074727909639478,-0.010491421446204185,0.00041709747165441513,0.008684718981385231,-0.00047252263175323606,0.0030557960271835327,8.949753464548849e-06,1.5936708223307505e-05,-0.005061122123152018,2.215471613453701e-05,0.0044788783416152,-0.000323935120832175,0.001247753738425672,8.248584890679922e-06
0.25900000000000034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.008999999612569809,0.010999999940395355,0.0,nan,2.797089099884033,2.9764156341552734,5.928110599517822,nan,nan,nan,nan,nan,0.0031914475839585066,0.0009971732506528497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007368861697614193,-0.009116120636463165,0.00047384639037773013,0.007493495941162109,-0.00043829286005347967,0.0028896331787109375,1.1324882507324219e-05,-0.0007127768476493657,-0.010243415832519531,0.00042733087320812047,0.008469907566905022,-0.0004663500585593283,0.0030258321203291416,9.378055437991861e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007127768476493657,-0.010243415832519531,0.00042733087320812047,0.008469907566905022,-0.0004663500585593283,0.0030258321203291416,9.378055437991861e-06,-2.2053098291507922e-05,-0.0053312890231609344,4.32776432717219e-05,0.004686941392719746,-0.00033135959529317915,0.0013404496712610126,8.307467396662105e-06
0.26599999999999824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004999999888241291,0.00800000037997961,0.0,nan,2.4732859134674072,2.4019689559936523,5.100499629974365,nan,nan,nan,nan,nan,0.0032511765602976084,0.0009971732506528497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007368861697614193,-0.009116120636463165,0.00047384639037773013,0.007493495941162109,-0.00043829286005347967,0.0028896331787109375,1.1324882507324219e-05,-0.0007161022513173521,-0.010087926872074604,0.0004337468126323074,0.008335229940712452,-0.000462480093119666,0.0030070459470152855,9.646582839195617e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007161022513173521,-0.010087926872074604,0.0004337468126323074,0.008335229940712452,-0.000462480093119666,0.0030070459470152855,9.646582839195617e-06,-4.87472971144598e-05,-0.005514236632734537,5.8295689086662605e-05,0.004827260039746761,-0.00033640270703472197,0.0014045494608581066,8.358971172128804e-06
0.27300000000000324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.010999999940395355,0.006000000052154064,0.0,nan,3.2142252922058105,2.7862777709960938,6.257028102874756,nan,nan,nan,nan,nan,0.003297018352895975,0.0009971732506528497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007368861697614193,-0.009116120636463165,0.00047384639037773013,0.007493495941162109,-0.00043829286005347967,0.0028896331787109375,1.1324882507324219e-05,-0.0007183291018009186,-0.009983805008232594,0.00043804317829199135,0.008245043456554413,-0.00045988860074430704,0.0029944658745080233,9.826400855672546e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007183291018009186,-0.009983805008232594,0.00043804317829199135,0.008245043456554413,-0.00045988860074430704,0.0029944658745080233,9.826400855672546e-06,-6.824968295404688e-05,-0.005644418299198151,6.935629789950326e-05,0.004926807247102261,-0.0003399993584025651,0.001450857613235712,8.401711966143921e-06
