t,h,h_corr,lam,cap_active,recovery_used,grad_degenerate,constr_pre,repair_applied,constr_final,grad_h_norm,escape_active,ema_applied,velocity_filter_active,vel_source,velocity_age,dt,selected_count,min_obs_dist,cbf_ms,q_cmd_ms,total_ms,cmd_hdot,real_hdot,real_constr,h_rate,alignment,q_lead,dq_real_norm,active_constraints,solver_mode,monitor_only,contact_stop,h_hard,softmin_gap,dq_ff_0,dq_ff_1,dq_ff_2,dq_ff_3,dq_ff_4,dq_ff_5,dq_ff_6,dq_fb_0,dq_fb_1,dq_fb_2,dq_fb_3,dq_fb_4,dq_fb_5,dq_fb_6,dq_base_0,dq_base_1,dq_base_2,dq_base_3,dq_base_4,dq_base_5,dq_base_6,dq_escape_0,dq_escape_1,dq_escape_2,dq_escape_3,dq_escape_4,dq_escape_5,dq_escape_6,dq_cbf_delta_0,dq_cbf_delta_1,dq_cbf_delta_2,dq_cbf_delta_3,dq_cbf_delta_4,dq_cbf_delta_5,dq_cbf_delta_6,dq_pre_filter_0,dq_pre_filter_1,dq_pre_filter_2,dq_pre_filter_3,dq_pre_filter_4,dq_pre_filter_5,dq_pre_filter_6,dq_final_0,dq_final_1,dq_final_2,dq_final_3,dq_final_4,dq_final_5,dq_final_6
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.00800000037997961,0.0020000000949949026,0.0,nan,3.0070083141326904,0.4699649214744568,3.5876500606536865,nan,nan,nan,nan,nan,6.7009596023126505e-06,0.001940592541359365,1.0,0.0,0.0,0.0,1.0,-171.4923553466797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.532302121631801e-05,-1.2628734111785889e-05,-4.407047526910901e-06,-1.1920928955078125e-06,2.5506960810162127e-05,-2.384185791015625e-06,7.152557373046875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1026315689086914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004999999888241291,0.029999999329447746,100.0,nan,1.6257967948913574,26.965421676635742,28.707763671875,nan,nan,nan,nan,nan,0.001200160477310419,0.011887026950716972,1.0,0.0,0.0,0.0,172.51576232910156,0.0230255126953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.68658288102597e-05,-0.003669522702693939,7.830472895875573e-05,0.004651546478271484,-0.0007026619859971106,0.0005018711090087891,7.450580596923828e-05,-4.8872570914682e-06,-0.000635522126685828,2.685910112631973e-05,0.0009378460235893726,-0.0002650984679348767,-6.139277684269473e-05,3.4024320484604686e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8872570914682e-06,-0.000635522126685828,2.685910112631973e-05,0.0009378460235893726,-0.0002650984679348767,-6.139277684269473e-05,3.4024320484604686e-05,-4.947928289311676e-08,-0.0001099095243262127,6.777902399335289e-06,0.0001834057184169069,-6.884776666993275e-05,-3.440512591623701e-05,9.271833732782397e-06
0.15160799026489258,0.14386489987373352,0.16689075529575348,nan,nan,nan,nan,0.4309197962284088,0.0,0.4307345449924469,0.47234490513801575,0.0,0.0,1.0,0.0,0.004000000189989805,0.009999999776482582,100.0,0.15030711889266968,3.813593626022339,0.9841821193695068,4.956864833831787,0.00013983555254526436,-0.000612052099313587,0.42998266220092773,nan,1.0,0.002815959742292762,0.015585752204060555,1.0,0.0,0.0,0.0,0.15713438391685486,0.013269484043121338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.850132533349097e-05,-0.010188408195972443,3.89720662496984e-05,0.00883936882019043,-0.0005462716799229383,0.002611875534057617,2.0563602447509766e-05,-1.9942668586736545e-05,-0.00499363150447607,2.8193699108669534e-05,0.004667872563004494,-0.000414560257922858,0.0011231047101318836,3.078611189266667e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9942668586736545e-05,-0.00499363150447607,2.8193699108669534e-05,0.004667872563004494,-0.000414560257922858,0.0011231047101318836,3.078611189266667e-05,-3.724761427292833e-06,-0.0019182792166247964,1.6709558622096665e-05,0.0019168212311342359,-0.00022787171474192291,0.00036132815876044333,2.159393079637084e-05
0.19533967971801758,0.1438528150320053,0.16687867045402527,nan,nan,nan,nan,0.4310740828514099,0.0,0.43086907267570496,0.47170379757881165,0.0,0.0,1.0,0.0,0.004000000189989805,0.009999999776482582,100.0,0.1501043736934662,2.8144447803497314,1.0483651161193848,4.148293972015381,0.0003106307121925056,-0.0005417540087364614,0.4300166964530945,-0.001208484172821045,1.0,0.0033772378228604794,0.013783472590148449,1.0,0.0,0.0,0.0,0.1570945531129837,0.013241738080978394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.976522854529321e-05,-0.011693164706230164,7.452283171005547e-05,0.009657144546508789,-0.00047012665891088545,0.0031995773315429688,1.1324882507324219e-05,-4.532883031060919e-05,-0.008407254703342915,5.1799848733935505e-05,0.007210064213722944,-0.00044287307537160814,0.002181133022531867,2.0870000298600644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.532883031060919e-05,-0.008407254703342915,5.1799848733935505e-05,0.007210064213722944,-0.00044287307537160814,0.002181133022531867,2.0870000298600644e-05,-2.1761803509434685e-05,-0.004799491260200739,3.164930240018293e-05,0.004297296050935984,-0.00033389567397534847,0.0011568113695830107,2.2459998945123516e-05
0.24494218826293945,0.14386121928691864,0.1668870747089386,nan,nan,nan,nan,0.4311661720275879,0.0,0.4310242235660553,0.4716625213623047,0.0,0.0,1.0,0.0,0.004000000189989805,0.009999999776482582,100.0,0.1501060426235199,3.5213139057159424,2.8962302207946777,6.589791774749756,0.00044057099148631096,-0.0002462319389451295,0.43033742904663086,0.0008404254913330078,1.0,0.003731305245310068,0.007875505834817886,1.0,0.0,0.0,0.0,0.15710753202438354,0.013246312737464905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.470720447599888e-05,-0.011760108172893524,-4.421410267241299e-05,0.009539127349853516,-0.00038506329292431474,0.0033807754516601562,-3.606081008911133e-05,1.5481393347727135e-05,-0.010105809196829796,3.159207153657917e-06,0.008389967493712902,-0.00041358661837875843,0.0027888715267181396,-7.971131708472967e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5481393347727135e-05,-0.010105809196829796,3.159207153657917e-06,0.008389967493712902,-0.00041358661837875843,0.0027888715267181396,-7.971131708472967e-06,-1.0130253031093162e-05,-0.007285558618605137,2.300400592503138e-05,0.006230244413018227,-0.00037775191594846547,0.0019112974405288696,1.0475419912836514e-05
0.29853105545043945,0.14386893808841705,0.166894793510437,nan,nan,nan,nan,0.4311453700065613,0.0,0.4311091899871826,0.4727911949157715,0.0,0.0,1.0,0.0,0.006000000052154064,0.010999999940395355,100.0,0.15027974545955658,4.184961795806885,0.6706551909446716,4.923475742340088,0.0005023613921366632,0.00019321941363159567,0.43080005049705505,0.0007017091847956181,1.0,0.0034540025517344475,0.0020682078320533037,1.0,0.0,0.0,0.0,0.15718428790569305,0.013315349817276001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0973543440923095e-05,-0.008833445608615875,4.4673215597867966e-05,0.00723719596862793,-0.00032404717057943344,0.0026488304138183594,-1.1920928955078125e-05,3.599265619413927e-05,-0.01007372047752142,8.58925523061771e-06,0.008256456814706326,-0.0003720232634805143,0.0029039913788437843,-1.6233867427217774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.599265619413927e-05,-0.01007372047752142,8.58925523061771e-06,0.008256456814706326,-0.0003720232634805143,0.0029039913788437843,-1.6233867427217774e-05,1.1476489817141555e-05,-0.008870392106473446,1.2570943908940535e-05,0.007398970425128937,-0.0003812713548541069,0.002453012391924858,-3.4798877095454372e-06
0.332324743270874,0.14389611780643463,0.1669219732284546,nan,nan,nan,nan,0.4311114549636841,0.0,0.4311559498310089,0.4736589193344116,0.0,0.0,1.0,0.0,0.006000000052154064,0.007000000216066837,100.0,0.15087953209877014,2.6099867820739746,0.9818663597106934,3.680402994155884,0.00046757975360378623,0.000360456615453586,0.43104884028434753,0.0038828165270388126,1.0000001192092896,0.003346741897985339,0.006181146018207073,1.0,0.0,0.0,0.0,0.15714532136917114,0.013249203562736511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.903333658352494e-05,-0.006676428020000458,0.00012237243936397135,0.005571842193603516,-0.00032664890750311315,0.0020754337310791016,1.1920928955078125e-05,1.505479849583935e-05,-0.008883136324584484,4.733423702418804e-05,0.007307515945285559,-0.00034961351775564253,0.002623428823426366,-7.603089215990622e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.505479849583935e-05,-0.008883136324584484,4.733423702418804e-05,0.007307515945285559,-0.00034961351775564253,0.002623428823426366,-7.603089215990622e-06,2.1182990167289972e-05,-0.009114271029829979,2.124294769600965e-05,0.0075418781489133835,-0.0003684861585497856,0.002594191115349531,-7.570673460577382e-06
0.3734867572784424,0.14391818642616272,0.16694404184818268,nan,nan,nan,nan,0.4310438632965088,0.0,0.43113937973976135,0.4743209183216095,0.0,0.0,1.0,0.0,0.004000000189989805,0.00800000037997961,100.0,0.15123175084590912,1.9132663011550903,0.8995859026908875,2.8833863735198975,0.0003848063061013818,0.00042363430839031935,0.4311782121658325,0.0027585772331804037,0.9999999403953552,0.0032100349199026823,0.009407666511833668,1.0,0.0,0.0,0.0,0.15709829330444336,0.01318010687828064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.840265657752752e-05,-0.004343241453170776,1.2779782991856337e-05,0.003821849822998047,-0.0002681019832380116,0.0013399124145507812,-1.1622905731201172e-05,1.786510256351903e-05,-0.006939352490007877,4.773871478391811e-05,0.005808255635201931,-0.00031747049069963396,0.0020864426624029875,-5.769451945525361e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786510256351903e-05,-0.006939352490007877,4.773871478391811e-05,0.005808255635201931,-0.00031747049069963396,0.0020864426624029875,-5.769451945525361e-06,1.3880642654839903e-05,-0.008356677368283272,3.9669939724262804e-05,0.006926544010639191,-0.0003491235547699034,0.0024367268197238445,-5.837706339661963e-06
0.42342615127563477,0.1439324915409088,0.16695834696292877,nan,nan,nan,nan,0.4309594929218292,0.0,0.4310785233974457,0.4745498597621918,0.0,0.0,1.0,0.0,0.004999999888241291,0.009999999776482582,100.0,0.15159089863300323,3.0807032585144043,1.3769381046295166,4.741844177246094,0.0002810507139656693,0.00044182155397720635,0.4312393069267273,0.001430511474609375,1.0,0.002989751985296607,0.011595112271606922,1.0,0.0,0.0,0.0,0.1570485681295395,0.013116076588630676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.700959496200085e-05,-0.002011321485042572,6.653746822848916e-05,0.001989603042602539,-0.00021255640604067594,0.0006008148193359375,1.4901161193847656e-06,2.7683847292792052e-05,-0.0044118850491940975,5.738013351219706e-05,0.003849761327728629,-0.00026366260135546327,0.0013245001900941133,-2.0461957319639623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7683847292792052e-05,-0.0044118850491940975,5.738013351219706e-05,0.003849761327728629,-0.00026366260135546327,0.0013245001900941133,-2.0461957319639623e-06,1.9682753190863878e-05,-0.006662260740995407,4.749891013489105e-05,0.005603296682238579,-0.00031229201704263687,0.001965405885130167,-4.377451659820508e-06
0.4772920608520508,0.14270740747451782,0.16573326289653778,nan,nan,nan,nan,0.4271503686904907,0.0,0.4272458255290985,0.4830511212348938,0.0,0.0,1.0,0.0,0.003000000026077032,0.00800000037997961,100.0,0.15192662179470062,3.5117738246917725,1.0872180461883545,4.769749164581299,0.00012358628737274557,0.00032310892129316926,0.42744535207748413,-0.1531354933977127,1.0,0.0023044953122735023,0.015241054818034172,1.0,0.0,0.0,0.0,0.15682974457740784,0.014122337102890015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6048219297081232e-05,0.0019215792417526245,-3.435197868384421e-05,-0.0009453296661376953,-0.00022101099602878094,-0.0007688999176025391,2.3245811462402344e-05,-7.684388037887402e-06,-0.0016041999915614724,5.487238377099857e-05,0.0016720733838155866,-0.00022486865054816008,0.0004526088014245033,1.0639080755936448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.684388037887402e-06,-0.0016041999915614724,5.487238377099857e-05,0.0016720733838155866,-0.00022486865054816008,0.0004526088014245033,1.0639080755936448e-05,5.226271241554059e-06,-0.0042371852323412895,5.676246655639261e-05,0.0037113414146006107,-0.0002664620988070965,0.0012518403818830848,2.3632258034922415e-06
