t,h,h_corr,lam,cap_active,recovery_used,grad_degenerate,constr_pre,repair_applied,constr_final,grad_h_norm,escape_active,ema_applied,velocity_filter_active,vel_source,velocity_age,dt,selected_count,min_obs_dist,cbf_ms,q_cmd_ms,total_ms,cmd_hdot,real_hdot,real_constr,h_rate,alignment,q_lead,dq_real_norm,active_constraints,solver_mode,monitor_only,contact_stop,h_hard,softmin_gap,h_food,dq_ff_0,dq_ff_1,dq_ff_2,dq_ff_3,dq_ff_4,dq_ff_5,dq_ff_6,dq_fb_0,dq_fb_1,dq_fb_2,dq_fb_3,dq_fb_4,dq_fb_5,dq_fb_6,dq_base_0,dq_base_1,dq_base_2,dq_base_3,dq_base_4,dq_base_5,dq_base_6,dq_escape_0,dq_escape_1,dq_escape_2,dq_escape_3,dq_escape_4,dq_escape_5,dq_escape_6,dq_cbf_delta_0,dq_cbf_delta_1,dq_cbf_delta_2,dq_cbf_delta_3,dq_cbf_delta_4,dq_cbf_delta_5,dq_cbf_delta_6,dq_pre_filter_0,dq_pre_filter_1,dq_pre_filter_2,dq_pre_filter_3,dq_pre_filter_4,dq_pre_filter_5,dq_pre_filter_6,dq_final_0,dq_final_1,dq_final_2,dq_final_3,dq_final_4,dq_final_5,dq_final_6
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.006000000052154064,0.003000000026077032,0.0,nan,4.569331169128418,0.5799857974052429,5.241950988769531,nan,nan,nan,nan,nan,0.0010530820582062006,0.0002930270857177675,1.0,0.0,0.0,0.0,1.0,-171.49374389648438,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004242331255227327,3.4086406230926514e-05,0.0030951339285820723,-0.00011444091796875,-0.0002803864481393248,-3.0994415283203125e-05,0.00023126602172851562,-0.00424233078956604,3.4086406230926514e-05,0.0030951339285820723,-0.00011444091069279239,-0.0002803864481393248,-3.0994415283203125e-05,0.0002312660071766004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00424233078956604,3.4086406230926514e-05,0.0030951339285820723,-0.00011444091069279239,-0.0002803864481393248,-3.0994415283203125e-05,0.0002312660071766004,-0.00424233078956604,3.4086406230926514e-05,0.0030951339285820723,-0.00011444091069279239,-0.0002803864481393248,-3.0994415283203125e-05,0.0002312660071766004
0.10099999999999909,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.003000000026077032,0.035999998450279236,100.0,nan,2.709568500518799,0.9438292980194092,3.78033709526062,nan,nan,nan,nan,nan,0.0004989529261365533,0.014825016260147095,1.0,0.0,0.0,0.0,1.0,-171.49392700195312,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.009031833149493e-05,-0.0008670613169670105,-3.069988451898098e-05,0.0020360946655273438,-0.0007766779744997621,-0.0008237361907958984,6.139278411865234e-05,-0.00352359376847744,-0.00011610488581936806,0.0025741616263985634,0.00024398168898187578,-0.0003631016588769853,-0.00016311804938595742,0.00020295380090828985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00352359376847744,-0.00011610488581936806,0.0025741616263985634,0.00024398168898187578,-0.0003631016588769853,-0.00016311804938595742,0.00020295380090828985,-0.004208105616271496,2.6934441848425195e-05,0.0030703258235007524,-9.737316577229649e-05,-0.0002843253023456782,-3.728601586772129e-05,0.0002299178158864379
0.15200000000000102,-0.01925312727689743,0.0037727237213402987,nan,nan,nan,nan,-0.09723412245512009,1.0,-0.09365607053041458,0.07216855138540268,0.0,0.0,1.0,0.0,0.0010000000474974513,0.009999999776482582,100.0,0.031180737540125847,3.960109233856201,0.717888593673706,4.796355247497559,0.003609570674598217,-0.0009855368407443166,-0.09825117886066437,nan,0.19968970119953156,0.003869968932121992,0.01943407952785492,1.0,0.0,0.0,0.0,-0.013255944475531578,0.005997182801365852,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017054496565833688,-0.0004892616416327655,0.001249292166903615,0.0006219547940418124,-0.00024209872935898602,-3.468509476078907e-06,0.00010442884376971051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06931737065315247,-0.06945133954286575,0.06721740961074829,0.21733358502388,0.030812136828899384,0.1486223042011261,-0.000354211573721841,0.06761191785335541,-0.06994060426950455,0.06846670061349869,0.21795554459095,0.03057003766298294,0.14861883223056793,-0.00024978272267617285,0.007908864878118038,-0.011202842928469181,0.014233589172363281,0.03767869621515274,0.0049582370556890965,0.02629118785262108,0.00016538995259907097
0.19000000000000128,-0.01923537626862526,0.0037904747296124697,nan,nan,nan,nan,-0.09716063737869263,1.0,-0.09025639295578003,0.07575351744890213,0.0,0.0,1.0,0.0,0.004000000189989805,0.009999999776482582,100.0,0.03224119916558266,1.6211634874343872,0.5354490280151367,2.970738410949707,0.00692049041390419,-0.00041937956120818853,-0.09759625792503357,0.001775100827217102,0.19409608840942383,0.00667525501921773,0.012000706978142262,1.0,0.0,0.0,0.0,-0.013250897638499737,0.005984478630125523,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008461505058221519,-0.00024274479073937982,0.0006198302144184709,0.00030857979436405003,-0.00012011609942419454,-1.7208840290550143e-06,5.181186133995652e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06455419212579727,-0.06144752353429794,0.06260249763727188,0.2074596881866455,0.028720512986183167,0.14492283761501312,-0.00029825663659721613,0.06370804458856583,-0.06169026717543602,0.06322232633829117,0.2077682614326477,0.02860039658844471,0.14492112398147583,-0.0002464447752572596,0.018175628036260605,-0.02094113826751709,0.02335667982697487,0.06859927624464035,0.009327179752290249,0.04749944061040878,8.942365820985287e-05
0.245000000000001,-0.01907365955412388,0.003952191211283207,nan,nan,nan,nan,-0.0963599905371666,1.0,-0.08485201746225357,0.09511066228151321,0.0,0.0,1.0,0.0,0.0,0.007000000216066837,100.0,0.03224119916558266,2.5226800441741943,1.1118286848068237,3.747303009033203,0.01151627954095602,0.0012488526990637183,-0.09511944651603699,0.02310238592326641,0.1772013008594513,0.01001164223998785,0.017246346920728683,1.0,0.0,0.0,0.0,-0.013169142417609692,0.005904517136514187,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003744135028682649,-0.00010741224105004221,0.0002742689393926412,0.00013654360373038799,-5.315022644936107e-05,-7.614746664330596e-07,2.2926251403987408e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04685366153717041,-0.029255012050271034,0.0454346165060997,0.16424664855003357,0.021014738827943802,0.12719298899173737,-7.734616519883275e-05,0.0464792475104332,-0.029362425208091736,0.04570888727903366,0.1643831878900528,0.020961588248610497,0.12719222903251648,-5.4419910156866536e-05,0.02521359734237194,-0.025206580758094788,0.02921021543443203,0.091179259121418,0.012261695228517056,0.06481887400150299,4.4647622416960075e-05
0.31200000000000117,-0.018327975645661354,0.004697875119745731,nan,nan,nan,nan,-0.09263760596513748,1.0,-0.059102144092321396,0.141532763838768,0.0,0.0,1.0,0.0,0.00800000037997961,0.009999999776482582,100.0,0.026582907885313034,2.9795756340026855,0.6301915049552917,3.7394826412200928,0.03353773057460785,0.007217993028461933,-0.08542188256978989,0.07456839084625244,0.10222012549638748,0.017186401411890984,0.05310186371207237,1.0,0.0,0.0,0.0,-0.012768064625561237,0.005559911020100117,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011924847058253363,-3.421015935600735e-05,8.735301526030526e-05,4.3488329538377e-05,-1.6928030163398944e-05,-2.425251466320333e-07,7.301875029952498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034121040254831314,0.01350773498415947,0.03306911513209343,0.09920129179954529,0.015555727295577526,0.09740321338176727,1.0133415344171226e-05,0.03400178998708725,0.01347352471202612,0.03315646946430206,0.09924478083848953,0.015538799576461315,0.09740296751260757,1.7435289919376373e-05,0.0530051663517952,-0.007103339768946171,0.05491276830434799,0.1703122854232788,0.024720069020986557,0.14729595184326172,4.848724347539246e-05
0.3719999999999999,-0.01661110296845436,0.0064147477969527245,nan,nan,nan,nan,-0.08405551314353943,1.0,-0.028599077835679054,0.20742297172546387,0.0,0.0,1.0,0.0,0.007000000216066837,0.012000000104308128,100.0,0.023168999701738358,10.354731559753418,1.0346956253051758,11.482246398925781,0.055456433445215225,0.017456602305173874,-0.06659890711307526,0.1430727243423462,1.0,0.02173842303454876,0.10785692185163498,1.0,0.0,0.0,0.0,-0.011558935977518559,0.0050521669909358025,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028423307463526726,0.04160580784082413,0.02754124626517296,0.045584142208099365,0.013248277828097343,0.06855032593011856,7.895062481111381e-06,0.028423307463526726,0.04160580784082413,0.02754124626517296,0.045584142208099365,0.013248277828097343,0.06855032593011856,7.895062481111381e-06,0.0733315721154213,0.061868295073509216,0.07372123003005981,0.1599363386631012,0.034360121935606,0.18429572880268097,4.581861867336556e-05
0.41499999999999915,-0.014336824417114258,0.008689026348292828,nan,nan,nan,nan,-0.07268412411212921,1.0,-0.0033813994377851486,0.2853998839855194,0.0,0.0,1.0,0.0,0.008999999612569809,0.003000000026077032,100.0,0.01946709118783474,2.4473304748535156,2.050137996673584,4.663243770599365,0.06930272281169891,0.03290544077754021,-0.039778679609298706,0.7580928802490234,1.0,0.021155308932065964,0.15629491209983826,1.0,0.0,0.0,0.0,-0.009812016040086746,0.004524808377027512,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021489853039383888,0.03819909691810608,0.020826762542128563,0.02166387438774109,0.010185867547988892,0.045166388154029846,-1.775237251422368e-05,0.021489853039383888,0.03819909691810608,0.020826762542128563,0.02166387438774109,0.010185867547988892,0.045166388154029846,-1.775237251422368e-05,0.07385152578353882,0.08534085750579834,0.07377023249864578,0.12529835104942322,0.034943122416734695,0.16962440311908722,-1.0562684110482223e-05
0.4750000000000014,0.09226831048727036,0.11529415845870972,nan,nan,nan,nan,0.24073483049869537,0.0,0.302408903837204,0.7057218551635742,0.0,0.0,1.0,0.0,0.00800000037997961,0.007000000216066837,100.0,0.11393444985151291,2.4674618244171143,1.3870261907577515,3.9465270042419434,0.026603970676660538,0.07077248394489288,0.34657740592956543,15.229303359985352,1.0,0.010794134810566902,0.2054169774055481,1.0,0.0,0.0,0.0,0.10262758284807205,0.010359272360801697,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06075078994035721,-0.012379959225654602,-0.06562577933073044,-0.16802191734313965,-0.030326329171657562,-0.14087796211242676,-8.434057235717773e-05,-0.02425067499279976,-0.0049418676644563675,-0.026196686550974846,-0.06707146763801575,-0.012105751782655716,-0.05623606964945793,-3.366731107234955e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02425067499279976,-0.0049418676644563675,-0.026196686550974846,-0.06707146763801575,-0.012105751782655716,-0.05623606964945793,-3.366731107234955e-05,0.019014324992895126,0.0047345892526209354,0.01970779523253441,0.05068591609597206,0.008907261304557323,0.04930489510297775,1.080822494259337e-05
0.5399999999999991,0.09442896395921707,0.11745481193065643,nan,nan,nan,nan,0.18153731524944305,0.0,0.29399964213371277,0.8613224029541016,0.0,0.0,1.0,0.0,0.007000000216066837,0.009999999776482582,100.0,0.11737160384654999,6.916263103485107,1.063786506652832,8.276322364807129,0.011712724342942238,0.09533809125423431,0.3776249885559082,0.21606534719467163,1.0,0.006329412572085857,0.21608133614063263,1.0,0.0,0.0,0.0,0.1041402667760849,0.009711302816867828,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07377482205629349,-0.018940046429634094,-0.07915049046278,-0.18741369247436523,-0.03500079736113548,-0.1641559600830078,-0.00015437602996826172,-0.05136258900165558,-0.012112395837903023,-0.05525484308600426,-0.1350504755973816,-0.024870090186595917,-0.1161901205778122,-9.319497621618211e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05136258900165558,-0.012112395837903023,-0.05525484308600426,-0.1350504755973816,-0.024870090186595917,-0.1161901205778122,-9.319497621618211e-05,0.005623319186270237,0.0016574793262407184,0.005446261260658503,0.014748758636415005,0.0024252720177173615,0.017399117350578308,-6.516460871353047e-06
