t,h,h_corr,lam,cap_active,recovery_used,grad_degenerate,constr_pre,repair_applied,constr_final,grad_h_norm,escape_active,ema_applied,velocity_filter_active,vel_source,velocity_age,dt,selected_count,min_obs_dist,cbf_ms,q_cmd_ms,total_ms,cmd_hdot,real_hdot,real_constr,h_rate,alignment,q_lead,dq_real_norm,active_constraints,solver_mode,monitor_only,contact_stop,h_hard,softmin_gap,h_food,sampled_margin,dq_ff_0,dq_ff_1,dq_ff_2,dq_ff_3,dq_ff_4,dq_ff_5,dq_ff_6,dq_fb_0,dq_fb_1,dq_fb_2,dq_fb_3,dq_fb_4,dq_fb_5,dq_fb_6,dq_base_0,dq_base_1,dq_base_2,dq_base_3,dq_base_4,dq_base_5,dq_base_6,dq_escape_0,dq_escape_1,dq_escape_2,dq_escape_3,dq_escape_4,dq_escape_5,dq_escape_6,dq_cbf_delta_0,dq_cbf_delta_1,dq_cbf_delta_2,dq_cbf_delta_3,dq_cbf_delta_4,dq_cbf_delta_5,dq_cbf_delta_6,dq_pre_filter_0,dq_pre_filter_1,dq_pre_filter_2,dq_pre_filter_3,dq_pre_filter_4,dq_pre_filter_5,dq_pre_filter_6,dq_post_filter_0,dq_post_filter_1,dq_post_filter_2,dq_post_filter_3,dq_post_filter_4,dq_post_filter_5,dq_post_filter_6,dq_final_0,dq_final_1,dq_final_2,dq_final_3,dq_final_4,dq_final_5,dq_final_6
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,0.0,0.004000000189989805,0.041999999433755875,0.0,nan,4.5224928855896,0.012877397239208221,22.06654930114746,nan,nan,nan,nan,nan,3.194494274794124e-05,4.19290427089436e-06,0.0,1.0,0.0,0.0,1.0,-171.2792510986328,nan,2.370916263316758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005315036978572607,-0.00011473894119262695,0.004490140825510025,0.0002574920654296875,-0.0006681086961179972,-0.00023305416107177734,0.0006347894668579102,-0.005315036978572607,-0.00011473894119262695,0.004490140825510025,0.0002574920654296875,-0.0006681087543256581,-0.00023305416107177734,0.0006347894668579102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005315036978572607,-0.00011473894119262695,0.004490140825510025,0.0002574920654296875,-0.0006681087543256581,-0.00023305416107177734,0.0006347894668579102,-0.0004831851983908564,-1.043081283569336e-05,0.00040819463902153075,2.340837090741843e-05,-6.0737162129953504e-05,-2.1186742742429487e-05,5.770813368144445e-05,-0.0004831851983908564,-1.043081283569336e-05,0.00040819463902153075,2.340837090741843e-05,-6.0737162129953504e-05,-2.1186742742429487e-05,5.770813368144445e-05
0.10375666618347168,0.00751927774399519,0.00751927774399519,nan,nan,nan,nan,0.08773844689130783,0.0,0.08979551494121552,0.17794211208820343,0.0,0.0,1.0,0.0,0.004000000189989805,0.014000000432133675,64.0,0.19772641360759735,0.8201291561126709,0.011230818927288055,13.216670989990234,0.0017862680833786726,-3.959429250244284e-06,0.08800528943538666,nan,-0.9889407157897949,0.0024505688343197107,0.00016017197049222887,9.0,1.0,0.0,0.0,0.007519257254898548,-2.0489096641540527e-08,nan,0.0005331700085662305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034953071735799313,-7.548927533207461e-05,0.002952312119305134,0.00016938526823651046,-0.000439252209616825,-0.00015322222316171974,0.00041740748565644026,0.11928125470876694,3.671910963021219e-05,-0.12891831994056702,4.396643998916261e-05,0.026119036599993706,-1.9069706468144432e-05,-0.01719101332128048,0.11928125470876694,3.671910963021219e-05,-0.12891831994056702,4.3966443627141416e-05,0.026119036599993706,-1.9069702830165625e-05,-0.01719101332128048,0.11578594893217087,-3.8770165701862425e-05,-0.12596601247787476,0.00021335171186365187,0.025679783895611763,-0.00017229192599188536,-0.016773605719208717,0.03254387527704239,-2.853255682566669e-05,-0.03560013696551323,0.0001002401695586741,0.007294836454093456,-8.492462802678347e-05,-0.004734373651444912,0.03254387527704239,-2.853255682566669e-05,-0.03560013696551323,0.0001002401695586741,0.007294836454093456,-8.492462802678347e-05,-0.004734373651444912
0.17966556549072266,0.007521103136241436,0.007521103136241436,nan,nan,nan,nan,0.0878562182188034,0.0,0.0913904681801796,0.17793752253055573,0.0,0.0,1.0,0.0,0.008999999612569809,0.010999999940395355,64.0,0.1977102905511856,0.47889912128448486,0.008958391845226288,15.287647247314453,0.0033707343973219395,1.575896021677181e-05,0.08803549408912659,0.0,-0.9893427491188049,0.004572179168462753,0.0023729423992335796,9.0,1.0,0.0,0.0,0.0075210826471447945,-2.0489096641540527e-08,nan,0.0005456115468405187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021105962805449963,-4.558323053061031e-05,0.0017827157862484455,0.00010228111932519823,-0.00026523679844103754,-9.252127347281203e-05,0.0002520461566746235,0.11927495151758194,3.0412684282055125e-05,-0.12891197204589844,3.927428406313993e-05,0.02611684799194336,-2.9205966711742803e-05,-0.01719406247138977,0.11927495151758194,3.0412684282055125e-05,-0.12891197204589844,3.927428042516112e-05,0.02611684799194336,-2.9205963073763996e-05,-0.01719406247138977,0.11716435849666595,-1.5170546248555183e-05,-0.12712925672531128,0.00014155539975035936,0.02585161104798317,-0.00012172723654657602,-0.016942016780376434,0.06088697537779808,-2.5244098651455715e-05,-0.0662868469953537,0.00012133560085203499,0.013522244058549404,-0.00010039840708486736,-0.008825423195958138,0.06088697537779808,-2.5244098651455715e-05,-0.0662868469953537,0.00012133560085203499,0.013522244058549404,-0.00010039840708486736,-0.008825423195958138
0.3370680809020996,0.007693818770349026,0.007693818770349026,nan,nan,nan,nan,0.08989221602678299,0.0,0.09445003420114517,0.17803563177585602,0.0,0.0,1.0,0.0,0.0020000000949949026,0.029999999329447746,64.0,0.19763219356536865,1.309234619140625,0.26411283016204834,16.455013275146484,0.004459762014448643,0.0014777870383113623,0.09146805852651596,0.003312031738460064,-0.9895267486572266,0.006014571525156498,0.04623175039887428,9.0,1.0,0.0,0.0,0.007693798281252384,-2.0489096641540527e-08,nan,0.0007315747207030654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012647046241909266,-2.7314235921949148e-05,0.0010682331630960107,6.128856330178678e-05,-0.0001589343446539715,-5.5440294090658426e-05,0.00015103028272278607,0.1190786138176918,8.814482862362638e-05,-0.12869936227798462,6.284076516749337e-05,0.026072198525071144,-4.253615770721808e-05,-0.017165513709187508,0.1190786138176918,8.814482862362638e-05,-0.12869936227798462,6.284075789153576e-05,0.026072198525071144,-4.253615770721808e-05,-0.017165513709187508,0.11781390756368637,6.083059270167723e-05,-0.12763112783432007,0.00012412932119332254,0.025913264602422714,-9.797645179787651e-05,-0.017014482989907265,0.08019761741161346,-1.2191756468382664e-05,-0.08711590617895126,0.00012052051170030609,0.01773376576602459,-9.996756125474349e-05,-0.011605444364249706,0.08019761741161346,-1.2191756468382664e-05,-0.08711590617895126,0.00012052051170030609,0.01773376576602459,-9.996756125474349e-05,-0.011605444364249706
0.4255068302154541,0.007954972796142101,0.007954972796142101,nan,nan,nan,nan,0.0931975245475769,0.0,0.09841504693031311,0.17821581661701202,0.0,0.0,1.0,0.0,-0.0010000000474974513,0.010999999940395355,64.0,0.19758032262325287,1.2117279767990112,0.012214295566082,9.803951263427734,0.005157528445124626,0.0026606274768710136,0.09591814130544662,0.0,-0.9896451830863953,0.0069268313236534595,0.07558731734752655,9.0,1.0,0.0,0.0,0.00795495044440031,-2.2351741790771484e-08,nan,0.0007242501014843583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007728577475063503,-1.6691659766365774e-05,0.0006527945515699685,3.745328285731375e-05,-9.712436440167949e-05,-3.3879419788718224e-05,9.229421993950382e-05,0.11805684864521027,0.00019579665968194604,-0.12759515643119812,5.856860298081301e-05,0.025847531855106354,-4.9189344281330705e-05,-0.017007499933242798,0.11805684864521027,0.00019579665968194604,-0.12759515643119812,5.856860661879182e-05,0.025847531855106354,-4.9189344281330705e-05,-0.017007499933242798,0.11728399246931076,0.00017910500173456967,-0.12694236636161804,9.602188947610557e-05,0.025750407949090004,-8.306876407004893e-05,-0.016915205866098404,0.09243562072515488,4.402600461617112e-05,-0.10027001053094864,0.00011147627810714766,0.02038388140499592,-9.465151379117742e-05,-0.01335875503718853,0.09243562072515488,4.402600461617112e-05,-0.10027001053094864,0.00011147627810714766,0.02038388140499592,-9.465151379117742e-05,-0.01335875503718853
0.5675387382507324,0.008466922678053379,0.008466922678053379,nan,nan,nan,nan,0.09962690621614456,0.0,0.10548656433820724,0.17859946191310883,0.0,0.0,1.0,0.0,0.008999999612569809,0.013000000268220901,64.0,0.19759921729564667,0.49844664335250854,0.00981893390417099,16.295618057250977,0.005832170136272907,0.005044658202677965,0.10469905287027359,0.014001073315739632,-0.9897680282592773,0.007792417425662279,0.13504847884178162,9.0,1.0,0.0,0.0,0.008466911502182484,-1.1175870895385742e-08,nan,0.000717153656296432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035327006480656564,-7.629689207533374e-06,0.00029838967020623386,1.7119740732596256e-05,-4.4395143049769104e-05,-1.5486142729059793e-05,4.2187301005469635e-05,0.11711204797029495,0.00033483083825558424,-0.12657493352890015,7.900987839093432e-05,0.02564161829650402,-7.663916039746255e-05,-0.016878433525562286,0.11711204797029495,0.00033483083825558424,-0.12657493352890015,7.900987839093432e-05,0.02564161829650402,-7.663916039746255e-05,-0.016878433525562286,0.11675877869129181,0.00032720115268602967,-0.12627653777599335,9.612961730454117e-05,0.02559722401201725,-9.212530130753294e-05,-0.016836246475577354,0.10407472401857376,0.00016668210446368903,-0.11272849142551422,0.00010829918755916879,0.022883983328938484,-9.79383330559358e-05,-0.015024127438664436,0.10407472401857376,0.00016668210446368903,-0.11272849142551422,0.00010829918755916879,0.022883983328938484,-9.79383330559358e-05,-0.015024127438664436
0.676443338394165,0.00887755025178194,0.00887755025178194,nan,nan,nan,nan,0.10478325933218002,0.0,0.11089609563350677,0.17892099916934967,0.0,0.0,1.0,0.0,-0.0020000000949949026,0.017999999225139618,64.0,0.1976458877325058,16.60665512084961,0.07692165672779083,18.18870735168457,0.006097736302763224,0.00493964646011591,0.10973800718784332,0.0,-0.9898263812065125,0.008122391067445278,0.13072489202022552,9.0,1.0,0.0,0.0,0.008877537213265896,-1.30385160446167e-08,nan,0.0006979951285757124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019385362975299358,-4.186719706922304e-06,0.0001637384993955493,9.394295375386719e-06,-2.4361415853491053e-05,-8.497873750457074e-06,2.3149883418227546e-05,0.11539895087480545,0.0005874850903637707,-0.12472705543041229,0.00011431403254391626,0.025273818522691727,-0.00013144656259100884,-0.01662975177168846,0.11539895087480545,0.0005874850903637707,-0.12472705543041229,0.00011431403981987387,0.025273818522691727,-0.00013144656259100884,-0.01662975177168846,0.11520509421825409,0.0005832983879372478,-0.1245633140206337,0.00012370833428576589,0.025249456986784935,-0.000139944429975003,-0.01660660281777382,0.10852468758821487,0.00031345454044640064,-0.11746682226657867,0.00011485481809359044,0.023831896483898163,-0.00011371902655810118,-0.01565711572766304,0.10852468758821487,0.00031345454044640064,-0.11746682226657867,0.00011485481809359044,0.023831896483898163,-0.00011371902655810118,-0.01565711572766304
0.8687100410461426,0.00949240755289793,0.00949240755289793,nan,nan,nan,nan,0.11247836798429489,0.0,0.11878068745136261,0.17942486703395844,0.0,0.0,1.0,0.0,0.007000000216066837,0.01600000075995922,64.0,0.19767266511917114,2.6810877323150635,0.021403655409812927,13.259358406066895,0.006296021863818169,0.0065767825581133366,0.11906144767999649,0.012614646926522255,-0.9898791909217834,0.008356064558029175,0.17375680804252625,9.0,1.0,0.0,0.0,0.009492394514381886,-1.30385160446167e-08,nan,0.0006848034681752324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.062150300247595e-05,-1.7412086208423716e-06,6.809696060372517e-05,3.906979600287741e-06,-1.0131632734555751e-05,-3.5341679449629737e-06,9.627770850784145e-06,0.11420132219791412,0.0007808677619323134,-0.12343653291463852,0.00014957498933654279,0.025020726025104523,-0.00016302110452670604,-0.016474232077598572,0.11420132219791412,0.0007808677619323134,-0.12343653291463852,0.00014957498933654279,0.025020726025104523,-0.00016302110452670604,-0.016474232077598572,0.11412069946527481,0.000779126537963748,-0.12336843460798264,0.0001534819748485461,0.025010595098137856,-0.00016655526997055858,-0.016464604064822197,0.11168618500232697,0.0005314427544362843,-0.12081176042556763,0.00013221449626144022,0.0245005264878273,-0.00013761455193161964,-0.016112936660647392,0.11168618500232697,0.0005314427544362843,-0.12081176042556763,0.00013221449626144022,0.0245005264878273,-0.00013761455193161964,-0.016112936660647392
1.0359578132629395,0.010123941116034985,0.010123941116034985,nan,nan,nan,nan,0.12039042264223099,0.0,0.1267174482345581,0.179965078830719,0.0,0.0,1.0,0.0,0.003000000026077032,0.029999999329447746,64.0,0.19769082963466644,0.5226973295211792,0.010230578482151031,10.889269828796387,0.006327023264020681,0.005275985226035118,0.12566640973091125,0.0,1.0,0.008375268429517746,0.1397155225276947,9.0,1.0,0.0,0.0,0.01012392994016409,-1.1175870895385742e-08,nan,0.0006597034516744316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11169829964637756,0.0009169299155473709,-0.12073620408773422,0.00015337679360527545,0.02448246255517006,-0.00020539559773169458,-0.016114871948957443,0.11169829964637756,0.0009169299155473709,-0.12073620408773422,0.00015337679360527545,0.02448246255517006,-0.00020539559773169458,-0.016114871948957443,0.11169829964637756,0.0009169299155473709,-0.12073620408773422,0.00015337679360527545,0.02448246255517006,-0.00020539559773169458,-0.016114871948957443,0.11195994913578033,0.0006799548864364624,-0.1210734099149704,0.00013782994938082993,0.02455242909491062,-0.00016354682156816125,-0.01615241914987564,0.11195994913578033,0.0006799548864364624,-0.1210734099149704,0.00013782994938082993,0.02455242909491062,-0.00016354682156816125,-0.01615241914987564
1.1812231540679932,0.010759505443274975,0.010759505443274975,nan,nan,nan,nan,0.12832455337047577,0.0,0.13463662564754486,0.18053050339221954,0.0,0.0,1.0,0.0,0.0,0.01600000075995922,64.0,0.1977168470621109,0.6135804653167725,0.009152106940746307,9.220602035522461,0.006312069017440081,0.005637433845549822,0.1339619904756546,0.0,1.0,0.00833536684513092,0.14928534626960754,9.0,1.0,0.0,0.0,0.010759486816823483,-1.862645149230957e-08,nan,0.0006559868925251067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10989348590373993,0.0014682082692161202,-0.11880658566951752,0.00021656994067598134,0.024138839915394783,-0.00028973957523703575,-0.015892688184976578,0.10989348590373993,0.0014682082692161202,-0.11880658566951752,0.00021656994067598134,0.024138839915394783,-0.00028973957523703575,-0.015892688184976578,0.10989348590373993,0.0014682082692161202,-0.11880658566951752,0.00021656994067598134,0.024138839915394783,-0.00028973957523703575,-0.015892688184976578,0.11143127083778381,0.0009046389604918659,-0.12048749625682831,0.00016045435040723532,0.024444423615932465,-0.0001986946299439296,-0.016085876151919365,0.11143127083778381,0.0009046389604918659,-0.12048749625682831,0.00016045435040723532,0.024444423615932465,-0.0001986946299439296,-0.016085876151919365
