run,seed,complete,capture_wall_seconds,epsilon_windows,normal_windows,braking_windows,normal_max,braking_max,global_max,bag
1,2000,False,45.0,3238,1471,1826,0.03586020362882301,0.3252932395839031,0.3252932395839031,/home/flanthier/Github/src/vision_processing/epsilon_calibration_smoke_v2/run_001_seed_2000/epsilon.bag
